Platform Type	Center	Platform	Level	Sample	Barcode	File Name
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0154-01	TCGA-06-0154-01A-03R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0154-01A-03R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0155-01	TCGA-06-0155-01B-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0155-01B-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0156-01	TCGA-06-0156-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0156-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0156-01	TCGA-06-0156-01A-02R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0156-01A-02R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0156-01	TCGA-06-0156-01A-03R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0156-01A-03R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0157-01	TCGA-06-0157-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0157-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0158-01	TCGA-06-0158-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0158-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0160-01	TCGA-06-0160-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0160-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0162-01	TCGA-06-0162-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0162-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0164-01	TCGA-06-0164-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0164-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0166-01	TCGA-06-0166-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0166-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0167-01	TCGA-06-0167-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0167-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0168-01	TCGA-06-0168-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0168-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0168-01	TCGA-06-0168-01A-02R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0168-01A-02R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0169-01	TCGA-06-0169-01A-01R-0219-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0169-01A-01R-0219-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0171-01	TCGA-06-0171-01A-02R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0171-01A-02R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0173-01	TCGA-06-0173-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0173-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0174-01	TCGA-06-0174-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0174-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0175-01	TCGA-06-0175-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0175-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0176-01	TCGA-06-0176-01A-02R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0176-01A-02R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0176-01	TCGA-06-0176-01A-03R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0176-01A-03R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0177-01	TCGA-06-0177-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0177-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0178-01	TCGA-06-0178-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0178-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0179-01	TCGA-06-0179-01A-02R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0179-01A-02R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0182-01	TCGA-06-0182-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0182-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0184-01	TCGA-06-0184-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0184-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0185-01	TCGA-06-0185-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0185-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0187-01	TCGA-06-0187-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0187-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0188-01	TCGA-06-0188-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0188-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0189-01	TCGA-06-0189-01A-05R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0189-01A-05R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0190-01	TCGA-06-0190-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0190-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0192-01	TCGA-06-0192-01B-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0192-01B-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0194-01	TCGA-06-0194-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0194-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0195-01	TCGA-06-0195-01B-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0195-01B-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0197-01	TCGA-06-0197-01A-02R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0197-01A-02R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0201-01	TCGA-06-0201-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0201-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0206-01	TCGA-06-0206-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0206-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0208-01	TCGA-06-0208-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0208-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0208-01	TCGA-06-0208-01B-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0208-01B-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0210-01	TCGA-06-0210-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0210-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0211-01	TCGA-06-0211-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0211-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0211-01	TCGA-06-0211-01B-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0211-01B-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0213-01	TCGA-06-0213-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0213-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0214-01	TCGA-06-0214-01A-02R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0214-01A-02R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0216-01	TCGA-06-0216-01B-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0216-01B-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0219-01	TCGA-06-0219-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0219-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0221-01	TCGA-06-0221-01A-01R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0221-01A-01R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0237-01	TCGA-06-0237-01A-02R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0237-01A-02R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0238-01	TCGA-06-0238-01A-02R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0238-01A-02R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0240-01	TCGA-06-0240-01A-02R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0240-01A-02R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0241-01	TCGA-06-0241-01A-02R-0233-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0241-01A-02R-0233-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0394-01	TCGA-06-0394-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0394-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0397-01	TCGA-06-0397-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0397-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0402-01	TCGA-06-0402-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0402-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0409-01	TCGA-06-0409-01A-02R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0409-01A-02R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0410-01	TCGA-06-0410-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0410-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0412-01	TCGA-06-0412-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0412-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0413-01	TCGA-06-0413-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0413-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0414-01	TCGA-06-0414-01A-01R-0280-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0414-01A-01R-0280-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0644-01	TCGA-06-0644-01A-02R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0644-01A-02R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0645-01	TCGA-06-0645-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0645-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0646-01	TCGA-06-0646-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0646-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0648-01	TCGA-06-0648-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0648-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0649-01	TCGA-06-0649-01B-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0649-01B-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0650-01	TCGA-06-0650-01A-02R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0650-01A-02R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0673-11	TCGA-06-0673-11A-01R-0342-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0673-11A-01R-0342-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0675-11	TCGA-06-0675-11A-01R-0342-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0675-11A-01R-0342-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0676-11	TCGA-06-0676-11A-02R-0342-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0676-11A-02R-0342-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0678-11	TCGA-06-0678-11A-01R-0342-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0678-11A-01R-0342-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0680-11	TCGA-06-0680-11A-01R-0342-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0680-11A-01R-0342-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0681-11	TCGA-06-0681-11A-01R-0342-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0681-11A-01R-0342-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0686-01	TCGA-06-0686-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0686-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0743-01	TCGA-06-0743-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0743-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0744-01	TCGA-06-0744-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0744-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0745-01	TCGA-06-0745-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0745-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0747-01	TCGA-06-0747-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0747-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0749-01	TCGA-06-0749-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0749-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0750-01	TCGA-06-0750-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0750-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0875-01	TCGA-06-0875-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0875-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0876-01	TCGA-06-0876-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0876-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0877-01	TCGA-06-0877-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0877-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0878-01	TCGA-06-0878-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0878-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0879-01	TCGA-06-0879-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0879-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0881-01	TCGA-06-0881-01A-02R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0881-01A-02R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0882-01	TCGA-06-0882-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0882-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-0939-01	TCGA-06-0939-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-06-0939-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-1084-01	TCGA-06-1084-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-06-1084-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-1086-01	TCGA-06-1086-01A-02R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-06-1086-01A-02R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-1087-01	TCGA-06-1087-01A-02R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-06-1087-01A-02R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-1800-01	TCGA-06-1800-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-06-1800-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-1801-01	TCGA-06-1801-01A-02R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-06-1801-01A-02R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-1802-01	TCGA-06-1802-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-06-1802-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-1804-01	TCGA-06-1804-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-1804-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-1805-01	TCGA-06-1805-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-06-1805-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-2557-01	TCGA-06-2557-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-06-2557-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-2558-01	TCGA-06-2558-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-06-2558-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-2559-01	TCGA-06-2559-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-06-2559-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-2561-01	TCGA-06-2561-01A-02R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-06-2561-01A-02R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-2562-01	TCGA-06-2562-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-06-2562-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-2563-01	TCGA-06-2563-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-06-2563-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-2564-01	TCGA-06-2564-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-06-2564-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-2565-01	TCGA-06-2565-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-06-2565-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-2566-01	TCGA-06-2566-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-06-2566-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-2567-01	TCGA-06-2567-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-06-2567-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-2569-01	TCGA-06-2569-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-06-2569-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-2570-01	TCGA-06-2570-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-06-2570-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5408-01	TCGA-06-5408-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5408-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5410-01	TCGA-06-5410-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5410-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5411-01	TCGA-06-5411-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5411-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5412-01	TCGA-06-5412-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5412-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5413-01	TCGA-06-5413-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5413-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5414-01	TCGA-06-5414-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5414-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5415-01	TCGA-06-5415-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5415-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5416-01	TCGA-06-5416-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5416-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5417-01	TCGA-06-5417-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5417-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5418-01	TCGA-06-5418-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5418-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5856-01	TCGA-06-5856-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5856-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5858-01	TCGA-06-5858-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5858-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-5859-01	TCGA-06-5859-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-5859-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-6389-01	TCGA-06-6389-01A-13R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-6389-01A-13R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-6390-01	TCGA-06-6390-01A-13R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-6390-01A-13R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-06-6391-01	TCGA-06-6391-01A-13R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-06-6391-01A-13R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0244-01	TCGA-08-0244-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0244-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0245-01	TCGA-08-0245-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0245-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0246-01	TCGA-08-0246-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0246-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0344-01	TCGA-08-0344-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0344-01A-01R-0298-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0345-01	TCGA-08-0345-01A-01R-0306-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0345-01A-01R-0306-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-08-0346-01	TCGA-08-0346-01A-01R-0298-01	broad.mit.edu__HT_HG-U133A__TCGA-08-0346-01A-01R-0298-01__gene_expression_analysis.txt
